"processid","processname","type","objectname"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings\Software\Microsoft"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings"
﻿"808","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"808","svchost.exe","Desktop","\Default"
﻿"808","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"808","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\svchost.exe.mui"
﻿"808","svchost.exe","ALPC Port","\RPC Control\umpo"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power\PowerSettings"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power\User\PowerSchemes"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power\SecurityDescriptors"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","Section","\BaseNamedObjects\windows_shell_global_counters"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\PropertyBag"
﻿"808","svchost.exe","File","\Device\PcwDrv"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\CNG"
﻿"808","svchost.exe","Mutant","\BaseNamedObjects\{A3BD3259-3E4F-428a-84C8-F0463A9D3EB5}"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies"
﻿"808","svchost.exe","ALPC Port","\RPC Control\actkernel"
﻿"808","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\COM3"
﻿"808","svchost.exe","Section","\BaseNamedObjects\RotHintTable"
﻿"808","svchost.exe","Section","\BaseNamedObjects\{A64C7F33-DA35-459b-96CA-63B51FB0CDB9}"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\BackgroundModel\Policy"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"808","svchost.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"808","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\PackagedCom"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\PackagedCom\ClassIndex"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes"
﻿"808","svchost.exe","File","\Device\KsecDD"
﻿"808","svchost.exe","ALPC Port","\RPC Control\LRPC-8f05f8c80f05d88b11"
﻿"808","svchost.exe","ALPC Port","\RPC Control\OLEBFF9F2D37104E36C0F90623D554C"
﻿"808","svchost.exe","Partition","\KernelObjects\MemoryPartition0"
﻿"808","svchost.exe","ALPC Port","\RPC Control\LRPC-07b0af0b69f44405b4"
﻿"808","svchost.exe","ALPC Port","\RPC Control\LRPC-655a8c00679474f20b"
﻿"808","svchost.exe","ALPC Port","\RPC Control\LRPC-49e5c823ca6f30caeb"
﻿"808","svchost.exe","ALPC Port","\RPC Control\LRPC-18cbdca8f38c240ff9"
﻿"808","svchost.exe","ALPC Port","\RPC Control\csebpub"
﻿"808","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"808","svchost.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"808","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"808","svchost.exe","ALPC Port","\RPC Control\dabrpc"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","Partition","\KernelObjects\MemoryPartition0"
﻿"808","svchost.exe","Event","\KernelObjects\HighCommitCondition"
﻿"808","svchost.exe","Section","\BaseNamedObjects\RotHintTable"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","Key","\REGISTRY\A\{6104317c-c209-4490-9f1d-b8316e647abc}"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","Event","\Sessions\2\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757\ShellFeedsUI_CE_000016f0"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power\PowerSettings\e73a048d-bf27-4f12-9731-8b2076e8891f\F3C5027D-CD16-4930-AA6B-90DB844A8F00"
﻿"808","svchost.exe","Key","\REGISTRY\USER\S-1-5-19\System\GameConfigStore\Parents"
﻿"808","svchost.exe","File","\Device\KsecDD"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\System\GameConfigStore"
﻿"808","svchost.exe","Mutant","\BaseNamedObjects\SM0:808:120:WilError_03"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\System\GameConfigStore\Parents"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\System\GameConfigStore\Children"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\CodePage"
﻿"808","svchost.exe","Semaphore","\BaseNamedObjects\SM0:808:120:WilError_03_p0"
﻿"808","svchost.exe","Semaphore","\BaseNamedObjects\SM0:808:120:WilError_03_p0h"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\Server"
﻿"808","svchost.exe","File","\Device\Nsi"
﻿"808","svchost.exe","File","\Device\DeviceApi"
﻿"808","svchost.exe","Key","\REGISTRY\USER\S-1-5-19\System\GameConfigStore\Children"
﻿"808","svchost.exe","Event","\BaseNamedObjects\TermSrvReadyEvent"
﻿"808","svchost.exe","Key","\REGISTRY\USER\S-1-5-19\System\GameConfigStore"
﻿"808","svchost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708\App_QS_0000221c"
﻿"808","svchost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757\CortanaUI_QS_00001bdc"
﻿"808","svchost.exe","Event","\Sessions\2\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757\CortanaUI_CE_00001bdc"
﻿"808","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\System\GameConfigStore\Parents"
﻿"808","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\System\GameConfigStore"
﻿"808","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\System\GameConfigStore\Children"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\ActivatableClasses"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\ActivatableClasses\Package"
﻿"808","svchost.exe","Event","\Sessions\2\AppContainerNamedObjects\S-1-15-2-283421221-3183566570-1718213290-751554359-3541592344-2312209569-3374928651\InputApp_CE_00001950"
﻿"808","svchost.exe","Event","\Sessions\2\AppContainerNamedObjects\S-1-15-2-515815643-2845804217-1874292103-218650560-777617685-4287762684-137415000\App_CE_00001938"
﻿"808","svchost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-283421221-3183566570-1718213290-751554359-3541592344-2312209569-3374928651\InputApp_QS_00001950"
﻿"808","svchost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-515815643-2845804217-1874292103-218650560-777617685-4287762684-137415000\App_QS_00001938"
﻿"808","svchost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"808","svchost.exe","File","\Device\NduIoDevice"
﻿"808","svchost.exe","File","\Device\Harddisk0\DR0"
﻿"808","svchost.exe","Event","\Sessions\2\AppContainerNamedObjects\S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708\App_CE_0000221c"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Control Panel\International"
﻿"808","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer"
﻿"808","svchost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-2226957697-3030467180-2301525-4248967783-2024719031-2325529081-2915787518\App_QS_000013ec"
﻿"808","svchost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757\ShellFeedsUI_QS_000016f0"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power\PowerSettings\F15576E8-98B7-4186-B944-EAFA664402D9"
﻿"808","svchost.exe","Event","\Sessions\2\AppContainerNamedObjects\S-1-15-2-2226957697-3030467180-2301525-4248967783-2024719031-2325529081-2915787518\App_CE_000013ec"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power\PowerSettings\DE830923-A562-41AF-A086-E3A2C6BAD2DA"
﻿"808","svchost.exe","Event","\Sessions\2\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757\CortanaUI_CE_00001e74"
﻿"808","svchost.exe","Semaphore","\Sessions\2\AppContainerNamedObjects\S-1-15-2-536077884-713174666-1066051701-3219990555-339840825-1966734348-1611281757\CortanaUI_QS_00001e74"
﻿"808","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Power\PowerSettings\e73a048d-bf27-4f12-9731-8b2076e8891f"
﻿"844","fontdrvhost.exe","Directory","\KnownDlls"
﻿"844","fontdrvhost.exe","File","C:\Windows\System32"
﻿"844","fontdrvhost.exe","Mutant","\Sessions\0\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523\SM0:844:304:WilStaging_02"
﻿"844","fontdrvhost.exe","Semaphore","\Sessions\0\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523\SM0:844:304:WilStaging_02_p0"
﻿"844","fontdrvhost.exe","Directory","\Sessions\0\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523"
﻿"844","fontdrvhost.exe","Semaphore","\Sessions\0\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523\SM0:844:304:WilStaging_02_p0h"
﻿"844","fontdrvhost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"876","WUDFHost.exe","Directory","\KnownDlls"
﻿"876","WUDFHost.exe","File","C:\Windows\System32"
﻿"876","WUDFHost.exe","Mutant","\BaseNamedObjects\SM0:876:304:WilStaging_02"
﻿"876","WUDFHost.exe","Directory","\BaseNamedObjects"
﻿"876","WUDFHost.exe","Semaphore","\BaseNamedObjects\SM0:876:304:WilStaging_02_p0"
﻿"876","WUDFHost.exe","Semaphore","\BaseNamedObjects\SM0:876:304:WilStaging_02_p0h"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"876","WUDFHost.exe","File","\Device\DeviceApi"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"876","WUDFHost.exe","File","\Device\CNG"
﻿"876","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-a6ce5b5e-9a0f-43d2-882a-63cf4611f99e"
﻿"876","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-7e2f899f-57a1-4016-8c83-3f80351a559f"
﻿"876","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-b6e028c1-46cf-47df-a0e8-b5bcffe7771e"
﻿"876","WUDFHost.exe","ALPC Port","\UMDFCommunicationPorts\WUDF\HostProcess-ae80cf29-392f-4fae-b78c-1c90260daede"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Enum\ROOT\WPD\0000\Device Parameters"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"876","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\WUDFHost.exe.mui"
﻿"876","WUDFHost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e5$"
﻿"876","WUDFHost.exe","Desktop","\Default"
﻿"876","WUDFHost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e5$"
﻿"876","WUDFHost.exe","File","\Device\KsecDD"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"876","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\ole32.dll.mui"
﻿"876","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\user32.dll.mui"
﻿"876","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\setupapi.dll.mui"
﻿"876","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\bcrypt.dll.mui"
﻿"876","WUDFHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\propsys.dll.mui"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Enum\ROOT\WPD\0000\Device Parameters"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"876","WUDFHost.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"876","WUDFHost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"876","WUDFHost.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"876","WUDFHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"940","svchost.exe","Directory","\KnownDlls"
﻿"940","svchost.exe","File","C:\Windows\System32"
﻿"940","svchost.exe","Mutant","\BaseNamedObjects\SM0:940:304:WilStaging_02"
﻿"940","svchost.exe","Directory","\BaseNamedObjects"
﻿"940","svchost.exe","Semaphore","\BaseNamedObjects\SM0:940:304:WilStaging_02_p0"
﻿"940","svchost.exe","Semaphore","\BaseNamedObjects\SM0:940:304:WilStaging_02_p0h"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"940","svchost.exe","Event","\BaseNamedObjects\SC_AutoStartComplete"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"940","svchost.exe","ALPC Port","\RPC Control\epmapper"
﻿"940","svchost.exe","File","\Device\CNG"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\WinSock2\Parameters\Protocol_Catalog9"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\WinSock2\Parameters\NameSpace_Catalog5"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"940","svchost.exe","File","\Device\Nsi"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters\Interfaces"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip6\Parameters\Interfaces"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","File","\Device\NamedPipe\epmapper"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","File","\Device\NamedPipe\Winsock2\CatalogChangeListener-3ac-0"
﻿"940","svchost.exe","File","\Device\NamedPipe\epmapper"
﻿"940","svchost.exe","File","\Device\NamedPipe\epmapper"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies"
﻿"940","svchost.exe","Key","\REGISTRY\USER\S-1-5-20\Control Panel\International"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\mswsock.dll.mui"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","File","\Device\Afd"
﻿"940","svchost.exe","Event","\BaseNamedObjects\ScmCreatedEvent"
﻿"940","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"940","svchost.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes"
﻿"940","svchost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"940","svchost.exe","File","C:\Windows\Registration\R000000000006.clb"
﻿"940","svchost.exe","Event","\BaseNamedObjects\BFE_Notify_Event_{ded5e6cc-a632-4145-b519-ac9f8c5b8f02}"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\Server"
﻿"940","svchost.exe","File","\Device\KsecDD"
﻿"940","svchost.exe","Event","\BaseNamedObjects\TermSrvReadyEvent"
﻿"940","svchost.exe","Mutant","\BaseNamedObjects\SM0:940:120:WilError_03"
﻿"940","svchost.exe","Semaphore","\BaseNamedObjects\SM0:940:120:WilError_03_p0"
﻿"940","svchost.exe","Semaphore","\BaseNamedObjects\SM0:940:120:WilError_03_p0h"
﻿"940","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\KernelBase.dll.mui"
﻿"940","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\combase.dll.mui"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\ActivatableClasses"
﻿"940","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Classes\ActivatableClasses\Package"
﻿"940","svchost.exe","Section","\BaseNamedObjects\RotHintTable"
﻿"988","svchost.exe","Mutant","\BaseNamedObjects\SM0:988:304:WilStaging_02"
﻿"988","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"988","svchost.exe","Directory","\KnownDlls"
﻿"988","svchost.exe","File","C:\Windows\System32"
﻿"988","svchost.exe","Directory","\BaseNamedObjects"
﻿"988","svchost.exe","Semaphore","\BaseNamedObjects\SM0:988:304:WilStaging_02_p0"
﻿"988","svchost.exe","Semaphore","\BaseNamedObjects\SM0:988:304:WilStaging_02_p0h"
﻿"988","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"988","svchost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"988","svchost.exe","ALPC Port","\SmSsWinStationApiPort"
﻿"988","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"988","svchost.exe","Desktop","\Default"
﻿"988","svchost.exe","WindowStation","\Windows\WindowStations\Service-0x0-3e7$"
﻿"988","svchost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\svchost.exe.mui"
﻿"988","svchost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"988","svchost.exe","Key","\REGISTRY\MACHINE"
﻿"988","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings\Software\Microsoft"
﻿"988","svchost.exe","Key","\REGISTRY\USER\.DEFAULT\Software\Classes\Local Settings"
﻿"988","svchost.exe","File","\Device\DeviceApi"
