"eventrecordid","providername","providerguid","eventid","version","level","keywords","task","opcode","createdsystemtime","correlationactivityid","correlationrelatedactivityid","executionprocessid","executionthreadid","channel","computer","securityuserid","evtrenderdata"
ï»¿"1103","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","12","0","INFORMATION"," ","1","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>12</EventID><Version>0</Version><Level>4</Level><Task>1</Task><Opcode>0</Opcode><Keywords>0x8000000000000080</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6938066Z'/><EventRecordID>1103</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='MajorVersion'>10</Data><Data Name='MinorVersion'>0</Data><Data Name='BuildVersion'>19041</Data><Data Name='QfeVersion'>3086</Data><Data Name='ServiceVersion'>0</Data><Data Name='BootMode'>0</Data><Data Name='StartTime'>2023-07-05T06:15:37.5000000Z</Data></EventData></Event>"
ï»¿"1104","Microsoft-Windows-Kernel-Boot","{15CA44FF-4D7A-4BAA-BBA5-0998955E531E}","153","0","INFORMATION"," ","62","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Boot' Guid='{15ca44ff-4d7a-4baa-bba5-0998955e531e}'/><EventID>153</EventID><Version>0</Version><Level>4</Level><Task>62</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6938723Z'/><EventRecordID>1104</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='Status'>0</Data><Data Name='EnableDisableReason'>0</Data><Data Name='VsmPolicy'>0</Data></EventData></Event>"
ï»¿"1105","Microsoft-Windows-Kernel-Boot","{15CA44FF-4D7A-4BAA-BBA5-0998955E531E}","20","1","INFORMATION"," ","31","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Boot' Guid='{15ca44ff-4d7a-4baa-bba5-0998955e531e}'/><EventID>20</EventID><Version>1</Version><Level>4</Level><Task>31</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6939627Z'/><EventRecordID>1105</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='LastShutdownGood'>false</Data><Data Name='LastBootGood'>true</Data><Data Name='LastBootId'>5</Data><Data Name='BootStatusPolicy'>2</Data></EventData></Event>"
ï»¿"1106","Microsoft-Windows-Kernel-Boot","{15CA44FF-4D7A-4BAA-BBA5-0998955E531E}","25","0","INFORMATION"," ","32","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Boot' Guid='{15ca44ff-4d7a-4baa-bba5-0998955e531e}'/><EventID>25</EventID><Version>0</Version><Level>4</Level><Task>32</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6940637Z'/><EventRecordID>1106</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='BootMenuPolicy'>1</Data></EventData></Event>"
ï»¿"1107","Microsoft-Windows-Kernel-Boot","{15CA44FF-4D7A-4BAA-BBA5-0998955E531E}","27","1","INFORMATION"," ","33","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Boot' Guid='{15ca44ff-4d7a-4baa-bba5-0998955e531e}'/><EventID>27</EventID><Version>1</Version><Level>4</Level><Task>33</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6940643Z'/><EventRecordID>1107</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='BootType'>0</Data><Data Name='LoadOptions'> NOEXECUTE=OPTIN</Data></EventData></Event>"
ï»¿"1108","Microsoft-Windows-Kernel-Boot","{15CA44FF-4D7A-4BAA-BBA5-0998955E531E}","18","0","INFORMATION"," ","57","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Boot' Guid='{15ca44ff-4d7a-4baa-bba5-0998955e531e}'/><EventID>18</EventID><Version>0</Version><Level>4</Level><Task>57</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6941256Z'/><EventRecordID>1108</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='EntryCount'>1</Data></EventData></Event>"
ï»¿"1109","Microsoft-Windows-Kernel-Boot","{15CA44FF-4D7A-4BAA-BBA5-0998955E531E}","32","0","INFORMATION"," ","58","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Boot' Guid='{15ca44ff-4d7a-4baa-bba5-0998955e531e}'/><EventID>32</EventID><Version>0</Version><Level>4</Level><Task>58</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6941571Z'/><EventRecordID>1109</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='BitlockerUserInputTime'>0</Data></EventData></Event>"
ï»¿"1110","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","20","0","INFORMATION"," ","6","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>20</EventID><Version>0</Version><Level>4</Level><Task>6</Task><Opcode>0</Opcode><Keywords>0x8000000000000010</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.6970060Z'/><EventRecordID>1110</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='UpdateReason'>0</Data><Data Name='EnabledNew'>true</Data><Data Name='CountNew'>0</Data><Data Name='CountOld'>0</Data></EventData></Event>"
ï»¿"1111","EventLog"," ","2147489656","0","ERROR"," ","0","0","1688537904"," "," ","0","0","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='EventLog'/><EventID Qualifiers='32768'>6008</EventID><Version>0</Version><Level>2</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:18:24.8065968Z'/><EventRecordID>1111</EventRecordID><Correlation/><Execution ProcessID='0' ThreadID='0'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Data>¤W¤È 11:01:22</Data><Data>?2023/?7/?5</Data><Data></Data><Data></Data><Data>89115</Data><Data></Data><Data></Data><Binary>E7070700030005000B0001001600B003E707070003000500030001001600B003600900003C000000010000006009000001000000B00400000100000002000000</Binary></EventData></Event>"
ï»¿"1112","EventLog"," ","2147489657","0","INFORMATION"," ","0","0","1688537904"," "," ","0","0","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='EventLog'/><EventID Qualifiers='32768'>6009</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:18:24.8065968Z'/><EventRecordID>1112</EventRecordID><Correlation/><Execution ProcessID='0' ThreadID='0'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Data>10.00.</Data><Data>19045</Data><Data></Data><Data>Multiprocessor Free</Data><Data>0</Data></EventData></Event>"
ï»¿"1113","EventLog"," ","2147489653","0","INFORMATION"," ","0","0","1688537904"," "," ","0","0","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='EventLog'/><EventID Qualifiers='32768'>6005</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:18:24.8065968Z'/><EventRecordID>1113</EventRecordID><Correlation/><Execution ProcessID='0' ThreadID='0'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Binary>E70707000300050006001200180026030000000000000000</Binary></EventData></Event>"
ï»¿"1114","EventLog"," ","2147489661","0","INFORMATION"," ","0","0","1688537904"," "," ","0","0","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='EventLog'/><EventID Qualifiers='32768'>6013</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:18:24.8065968Z'/><EventRecordID>1114</EventRecordID><Correlation/><Execution ProcessID='0' ThreadID='0'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Data></Data><Data></Data><Data></Data><Data></Data><Data>167</Data><Data>60</Data><Data>-480 ¥x¥_¼Ð·Ç®É¶¡</Data><Binary>31002E003100000030000000570069006E0064006F00770073002000310030002000500072006F000000310030002E0030002E003100390030003400350020004200750069006C0064002000310039003000340035002000200000004D0075006C0074006900700072006F0063006500730073006F007200200046007200650065000000310039003000340031002E00760062005F00720065006C0065006100730065002E003100390031003200300036002D00310034003000360000003600340039006500360038003200390000004E006F007400200041007600610069006C00610062006C00650000004E006F007400200041007600610069006C00610062006C006500000039000000320000003800310039003200000034003000340000004400450053004B0054004F0050002D00540043003500480035004300530000000000</Binary></EventData></Event>"
ï»¿"1115","Microsoft-Windows-HAL","{63D1E632-95CC-4443-9312-AF927761D52A}","16","0","INFORMATION"," ","0","0","1688537737"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-HAL' Guid='{63d1e632-95cc-4443-9312-af927761d52a}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:37.7585026Z'/><EventRecordID>1115</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData></EventData></Event>"
ï»¿"1116","vmci"," ","1074266115","0","INFORMATION"," ","0","0","1688537739"," "," ","4","112","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='vmci'/><EventID Qualifiers='16392'>3</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:39.4914301Z'/><EventRecordID>1116</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='112'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Data></Data><Data>VMCI: Using capabilities (0xc).
</Data><Binary>00000000020028000000000003000840030008400000000000000000000000000000000000000000</Binary></EventData></Event>"
ï»¿"1117","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688537741"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:41.4806793Z'/><EventRecordID>1117</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>8</Data><Data Name='DeviceName'>FileInfo</Data><Data Name='DeviceTime'>2062-12-23T13:21:06.0000000Z</Data></EventData></Event>"
ï»¿"1118","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688537741"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:41.4815151Z'/><EventRecordID>1118</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>3</Data><Data Name='DeviceName'>Wof</Data><Data Name='DeviceTime'>2023-04-23T10:17:53.0000000Z</Data></EventData></Event>"
ï»¿"1119","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688537741"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:15:41.4825555Z'/><EventRecordID>1119</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>8</Data><Data Name='DeviceName'>WdFilter</Data><Data Name='DeviceTime'>2075-05-14T20:41:17.0000000Z</Data></EventData></Event>"
ï»¿"1120","Microsoft-Windows-Ntfs","{3FF37A1C-A68D-4D6E-8C9B-F79E8B16C482}","98","0","INFORMATION"," ","0","0","1688537783"," "," ","4","264","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Ntfs' Guid='{3ff37a1c-a68d-4d6e-8c9b-f79e8b16c482}'/><EventID>98</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000002</Keywords><TimeCreated SystemTime='2023-07-05T06:16:23.5526460Z'/><EventRecordID>1120</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='264'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='DriveName'>C:</Data><Data Name='DeviceName'>\Device\HarddiskVolume2</Data><Data Name='CorruptionActionState'>0</Data></EventData></Event>"
ï»¿"1121","Microsoft-Windows-Kernel-Processor-Power","{0F67E49F-FE51-4E9F-B490-6F2948CC6027}","55","0","INFORMATION"," ","47","0","1688537831"," "," ","4","288","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Processor-Power' Guid='{0f67e49f-fe51-4e9f-b490-6f2948cc6027}'/><EventID>55</EventID><Version>0</Version><Level>4</Level><Task>47</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:17:11.8742895Z'/><EventRecordID>1121</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='288'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='Group'>0</Data><Data Name='Number'>0</Data><Data Name='IdleStateCount'>1</Data><Data Name='IdleImplementation'>1</Data><Data Name='NominalFrequency'>2195</Data><Data Name='MaximumPerformancePercent'>100</Data><Data Name='MinimumPerformancePercent'>100</Data><Data Name='MinimumThrottlePercent'>12</Data><Data Name='PerformanceImplementation'>1</Data></EventData></Event>"
ï»¿"1122","Microsoft-Windows-Kernel-Processor-Power","{0F67E49F-FE51-4E9F-B490-6F2948CC6027}","55","0","INFORMATION"," ","47","0","1688537831"," "," ","4","288","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Processor-Power' Guid='{0f67e49f-fe51-4e9f-b490-6f2948cc6027}'/><EventID>55</EventID><Version>0</Version><Level>4</Level><Task>47</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:17:11.8763557Z'/><EventRecordID>1122</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='288'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='Group'>0</Data><Data Name='Number'>1</Data><Data Name='IdleStateCount'>1</Data><Data Name='IdleImplementation'>1</Data><Data Name='NominalFrequency'>2195</Data><Data Name='MaximumPerformancePercent'>100</Data><Data Name='MinimumPerformancePercent'>100</Data><Data Name='MinimumThrottlePercent'>12</Data><Data Name='PerformanceImplementation'>1</Data></EventData></Event>"
ï»¿"1123","e1i65x64"," ","1610874912","0","INFORMATION"," ","0","0","1688537831"," "," ","4","308","System","DESKTOP-TC5H5CS"," ","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='e1i65x64'/><EventID Qualifiers='24580'>32</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x80000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:17:11.9784315Z'/><EventRecordID>1123</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='308'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security/></System><EventData><Data></Data><Data>Intel(R) 82574L Gigabit Network Connection</Data><Binary>0000040002003000000000002000046000000000000000000000000000000000000000000000000020000460</Binary></EventData></Event>"
ï»¿"1124","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688537831"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:17:11.9975864Z'/><EventRecordID>1124</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>9</Data><Data Name='DeviceName'>FileCrypt</Data><Data Name='DeviceTime'>2002-03-01T19:12:42.0000000Z</Data></EventData></Event>"
ï»¿"1125","Microsoft-Windows-FilterManager","{F3C5E28E-63F6-49C7-A204-E48A1BC4B09D}","6","0","INFORMATION"," ","0","0","1688537839"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-FilterManager' Guid='{f3c5e28e-63f6-49c7-a204-e48a1bc4b09d}'/><EventID>6</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-07-05T06:17:19.3378274Z'/><EventRecordID>1125</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='FinalStatus'>0x0</Data><Data Name='DeviceVersionMajor'>10</Data><Data Name='DeviceVersionMinor'>0</Data><Data Name='DeviceNameLength'>9</Data><Data Name='DeviceName'>npsvctrig</Data><Data Name='DeviceTime'>2025-01-06T10:41:12.0000000Z</Data></EventData></Event>"
ï»¿"1126","Microsoft-Windows-Ntfs","{3FF37A1C-A68D-4D6E-8C9B-F79E8B16C482}","98","0","INFORMATION"," ","0","0","1688537844"," "," ","4","312","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Ntfs' Guid='{3ff37a1c-a68d-4d6e-8c9b-f79e8b16c482}'/><EventID>98</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000002</Keywords><TimeCreated SystemTime='2023-07-05T06:17:24.3265479Z'/><EventRecordID>1126</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='312'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='DriveName'>\\?\Volume{47a18612-0000-0000-0000-100000000000}</Data><Data Name='DeviceName'>\Device\HarddiskVolume1</Data><Data Name='CorruptionActionState'>0</Data></EventData></Event>"
ï»¿"1127","Microsoft-Windows-Kernel-Power","{331C3B3A-2005-44C2-AC5E-77220C37D6B4}","41","8","CRITICAL"," ","63","0","1688537845"," "," ","4","8","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Power' Guid='{331c3b3a-2005-44c2-ac5e-77220c37d6b4}'/><EventID>41</EventID><Version>8</Version><Level>1</Level><Task>63</Task><Opcode>0</Opcode><Keywords>0x8000400000000002</Keywords><TimeCreated SystemTime='2023-07-05T06:17:25.4936888Z'/><EventRecordID>1127</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='8'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='BugcheckCode'>0</Data><Data Name='BugcheckParameter1'>0x0</Data><Data Name='BugcheckParameter2'>0x0</Data><Data Name='BugcheckParameter3'>0x0</Data><Data Name='BugcheckParameter4'>0x0</Data><Data Name='SleepInProgress'>0</Data><Data Name='PowerButtonTimestamp'>0</Data><Data Name='BootAppStatus'>0</Data><Data Name='Checkpoint'>0</Data><Data Name='ConnectedStandbyInProgress'>false</Data><Data Name='SystemSleepTransitionsToOn'>0</Data><Data Name='CsEntryScenarioInstanceId'>0</Data><Data Name='BugcheckInfoFromEFI'>false</Data><Data Name='CheckpointStatus'>0</Data><Data Name='CsEntryScenarioInstanceIdV2'>0</Data><Data Name='LongPowerButtonPressDetected'>false</Data></EventData></Event>"
ï»¿"1128","Microsoft-Windows-Kernel-Power","{331C3B3A-2005-44C2-AC5E-77220C37D6B4}","172","0","INFORMATION"," ","203","0","1688537845"," "," ","4","316","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-Power' Guid='{331c3b3a-2005-44c2-ac5e-77220c37d6b4}'/><EventID>172</EventID><Version>0</Version><Level>4</Level><Task>203</Task><Opcode>0</Opcode><Keywords>0x8000000000000404</Keywords><TimeCreated SystemTime='2023-07-05T06:17:25.4956245Z'/><EventRecordID>1128</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='316'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='State'>2</Data><Data Name='Reason'>6</Data></EventData></Event>"
ï»¿"1129","Microsoft-Windows-Ntfs","{3FF37A1C-A68D-4D6E-8C9B-F79E8B16C482}","98","0","INFORMATION"," ","0","0","1688537878"," "," ","4","308","System","DESKTOP-TC5H5CS","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Ntfs' Guid='{3ff37a1c-a68d-4d6e-8c9b-f79e8b16c482}'/><EventID>98</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000002</Keywords><TimeCreated SystemTime='2023-07-05T06:17:58.1213655Z'/><EventRecordID>1129</EventRecordID><Correlation/><Execution ProcessID='4' ThreadID='308'/><Channel>System</Channel><Computer>DESKTOP-TC5H5CS</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='DriveName'>\\?\Volume{47a18612-0000-0000-0000-30db1f000000}</Data><Data Name='DeviceName'>\Device\HarddiskVolume3</Data><Data Name='CorruptionActionState'>0</Data></EventData></Event>"
